500
1.614148 -1.393026 -0.166278
-1.393026 -0.166278 0.844444
-0.166278 0.844444 0.527032
0.844444 0.527032 1.265571
0.527032 1.265571 -0.153560
1.265571 -0.153560 1.646091
-0.153560 1.646091 -1.465682
1.646091 -1.465682 -0.364397
-1.465682 -0.364397 0.717510
-0.364397 0.717510 0.665860
0.717510 0.665860 1.061883
0.665860 1.061883 0.362161
1.061883 0.362161 1.477404
0.362161 1.477404 -0.784075
1.477404 -0.784075 1.118448
-0.784075 1.118448 -0.196149
1.118448 -0.196149 1.587060
-0.196149 1.587060 -1.287604
1.587060 -1.287604 0.108193
-1.287604 0.108193 0.892013
0.108193 0.892013 0.526771
0.892013 0.526771 1.280116
0.526771 1.280116 -0.190667
1.280116 -0.190667 1.637681
-0.190667 1.637681 -1.449200
1.637681 -1.449200 -0.318875
-1.449200 -0.318875 0.753559
-0.318875 0.753559 0.626486
0.753559 0.626486 1.123582
0.626486 1.123582 0.215509
1.123582 0.215509 1.580631
0.215509 1.580631 -1.143741
1.580631 -1.143741 0.456046
-1.143741 0.456046 0.738900
0.456046 0.738900 0.880840
0.738900 0.880840 0.735790
0.880840 0.735790 1.012864
0.735790 1.012864 0.484843
1.012864 0.484843 1.358787
0.484843 1.358787 -0.410849
1.358787 -0.410849 1.528839
-0.410849 1.528839 -1.170604
1.528839 -1.170604 0.378338
-1.170604 0.378338 0.795679
0.378338 0.795679 0.770396
0.795679 0.770396 0.935193
0.770396 0.935193 0.646532
0.935193 0.646532 1.152554
0.646532 1.152554 0.155578
1.152554 0.155578 1.611562
0.155578 1.611562 -1.260458
1.611562 -1.260458 0.184715
-1.260458 0.184715 0.877743
0.184715 0.877743 0.574981
0.877743 0.574981 1.222719
0.574981 1.222719 -0.032548
1.222719 -0.032548 1.655756
-0.032548 1.655756 -1.461294
1.655756 -1.461294 -0.348653
-1.461294 -0.348653 0.730053
-0.348653 0.730053 0.652427
0.730053 0.652427 1.083355
0.652427 1.083355 0.312069
1.083355 0.312069 1.517619
0.312069 1.517619 -0.919547
1.517619 -0.919547 0.899719
-0.919547 0.899719 0.204642
0.899719 0.204642 1.518037
0.204642 1.518037 -0.953044
1.518037 -0.953044 0.837118
-0.953044 0.837118 0.303320
0.837118 0.303320 1.449132
0.303320 1.449132 -0.718988
1.449132 -0.718988 1.207797
-0.718988 1.207797 -0.384469
1.207797 -0.384469 1.504523
-0.384469 1.504523 -1.088929
1.504523 -1.088929 0.555590
-1.088929 0.555590 0.654641
0.555590 0.654641 1.028122
0.654641 1.028122 0.429358
1.028122 0.429358 1.414088
0.429358 1.414088 -0.580838
1.414088 -0.580838 1.376853
-0.580838 1.376853 -0.779977
1.376853 -0.779977 1.094692
-0.779977 1.094692 -0.142344
1.094692 -0.142344 1.598146
-0.142344 1.598146 -1.306773
1.598146 -1.306773 0.061787
-1.306773 0.061787 0.894150
0.061787 0.894150 0.509031
0.894150 0.509031 1.299132
0.509031 1.299132 -0.245035
1.299132 -0.245035 1.619697
-0.245035 1.619697 -1.406930
1.619697 -1.406930 -0.203544
-1.406930 -0.203544 0.826491
-0.203544 0.826491 0.545850
0.826491 0.545850 1.239995
0.545850 1.239995 -0.083833
1.239995 -0.083833 1.654971
-0.083833 1.654971 -1.474077
1.654971 -1.474077 -0.386413
-1.474077 -0.386413 0.698462
-0.386413 0.698462 0.686228
0.698462 0.686228 1.028630
0.686228 1.028630 0.437788
1.028630 0.437788 1.406931
0.437788 1.406931 -0.558117
1.406931 -0.558117 1.400584
-0.558117 1.400584 -0.839071
1.400584 -0.839071 1.006135
