100
0.12345 0.43284
0.43284 0.981958
0.981958 0.0708646
0.0708646 0.263371
0.263371 0.776027
0.776027 0.695236
0.695236 0.847532
0.847532 0.516885
0.516885 0.99886
0.99886 0.00455666
0.00455666 0.0181436
0.0181436 0.0712576
0.0712576 0.26472
0.26472 0.778573
0.778573 0.689588
0.689588 0.856226
0.856226 0.492414
0.492414 0.99977
0.99977 0.000920662
0.000920662 0.00367926
0.00367926 0.0146629
0.0146629 0.0577915
0.0577915 0.217807
0.217807 0.681468
0.681468 0.868278
0.868278 0.457486
0.457486 0.99277
0.99277 0.0287104
0.0287104 0.111545
0.111545 0.39641
0.39641 0.957076
0.957076 0.164326
0.164326 0.549291
0.549291 0.990281
0.990281 0.0384963
0.0384963 0.148057
0.148057 0.504545
0.504545 0.999917
0.999917 0.000330519
0.000330519 0.00132164
0.00132164 0.00527958
0.00527958 0.0210068
0.0210068 0.0822621
0.0822621 0.30198
0.30198 0.843153
0.843153 0.528985
0.528985 0.996639
0.996639 0.013397
0.013397 0.05287
0.05287 0.200299
0.200299 0.640718
0.640718 0.920794
0.920794 0.291729
0.291729 0.826493
0.826493 0.573609
0.573609 0.978327
0.978327 0.0848142
0.0848142 0.310483
0.310483 0.856333
0.856333 0.492107
0.492107 0.999751
0.999751 0.000996567
0.000996567 0.00398229
0.00398229 0.0158657
0.0158657 0.0624561
0.0624561 0.234221
0.234221 0.717447
0.717447 0.810868
0.810868 0.613445
0.613445 0.948521
0.948521 0.195317
0.195317 0.628673
0.628673 0.933773
0.933773 0.247363
0.247363 0.744698
0.744698 0.760492
0.760492 0.728576
0.728576 0.791013
0.791013 0.661247
0.661247 0.895998
0.895998 0.372742
0.372742 0.935221
0.935221 0.242329
0.242329 0.734423
0.734423 0.780184
0.780184 0.685987
0.685987 0.861635
0.861635 0.476881
0.476881 0.997862
0.997862 0.00853353
0.00853353 0.0338429
0.0338429 0.13079
0.13079 0.454736
0.454736 0.991805
0.991805 0.0325126
0.0325126 0.125822
0.125822 0.439963
0.439963 0.985582
0.985582 0.0568392
0.0568392 0.214434
